Number,Name,Position,Age,Height,Weight,Experience,College,Team,Side,Salary,Salary in Milions
92,John Hughes III,DE,29,74,320,6,Cincinnati,Saints,Defense,NA,NA
99,Adrian Clayborn,DE,29,75,280,7,Iowa,Falcons,Defense,3750000,3.75
97,Karl Klug,DE,29,75,278,7,Iowa,Titans,Defense,1250000,1.25
55,Jerry Hughes,DE,29,74,254,8,TCU,Bills,Defense,5400000,5.4
55,Brandon Graham,DE,29,74,265,8,Michigan,Eagles,Defense,6500000,6.5
90,Jason Pierre-Paul,DE,29,77,275,8,South Florida,Giants,Defense,1250000,1.25
99,Phil Taylor Sr.,DT,29,75,343,4,Baylor,Redskins,Defense,NA,NA
90,Stefan Charles,DT,29,77,320,5,University of Regina,Chiefs,Defense,NA,NA
91,Cedric Thornton,DT,29,76,290,6,Southern Arkansas,Bills,Defense,775000,0.775
94,Jarvis Jenkins,DT,29,76,300,6,Clemson,Chiefs,Defense,775000,0.775
98,Damon Harrison,DT,29,75,341,6,William Penn,Giants,Defense,8750000,8.75
55,Stephen Paea,DT,29,73,295,7,Oregon State,Cowboys,Defense,1000000,1
97,Terrell McClain,DT,29,74,302,7,South Florida,Redskins,Defense,2250000,2.25
97,Geno Atkins,DT,29,73,300,8,Georgia,Bengals,Defense,7300000,7.3
93,Gerald McCoy,DT,29,76,300,8,Oklahoma,Buccaneers,Defense,13250000,13.25
98,Corey Peters,DT,29,75,305,8,Kentucky,Cardinals,Defense,2750000,2.75
98,Linval Joseph,DT,29,76,329,8,East Carolina,Vikings,Defense,1150000,1.15
46,James Develin,FB,29,75,255,5,Brown,Patriots,Offense,800000,0.8
79,Kenny Wiggins,G,29,78,314,4,Fresno State,Chargers,Offense,690000,0.69
63,Ben Garland,G,29,77,308,4,Air Force,Falcons,Offense,690000,0.69
75,Kyle Long,G,29,78,316,5,Oregon,Bears,Offense,6250000,6.25
76,Rodger Saffold,G,29,77,325,8,Indiana,Rams,Offense,4847233,4.847233
52,Brian Peters,LB,29,76,235,3,Northwestern (IA),Texans,Defense,615000,0.615
56,Korey Toomer,LB,29,74,235,4,Idaho,Chargers,Defense,1797000,1.797
53,Ben Jacobs,LB,29,76,240,4,Fresno State,Panthers,Defense,775000,0.775
54,Nathan Stupar,LB,29,74,240,5,Penn State,Saints,Defense,1350000,1.35
59,Tank Carder,LB,29,74,235,6,TCU,Browns,Defense,NA,NA
56,Demario Davis,LB,29,74,248,6,Arkansas State,Jets,Defense,900000,0.9
58,Steven Johnson,LB,29,73,237,6,Kansas,Ravens,Defense,729412,0.729412
52,Craig Robertson,LB,29,73,234,6,North Texas,Saints,Defense,1105000,1.105
93,Sam Acho,LB,29,75,259,7,Texas,Bears,Defense,775000,0.775
92,Pernell McPhee,LB,29,75,269,7,Mississippi State,Bears,Defense,6950000,6.95
50,Justin Houston,LB,29,75,258,7,Georgia,Chiefs,Defense,16350000,16.35
54,Bruce Carter,LB,29,74,240,7,North Carolina,Jets,Defense,775000,0.775
57,Andrew Gachkar,LB,29,74,224,7,Missouri,Panthers,Defense,501471,0.501471
58,Junior Galette,LB,29,74,254,7,Stillman,Redskins,Defense,775000,0.775
91,Ryan Kerrigan,LB,29,76,259,7,Purdue,Redskins,Defense,8250000,8.25
97,Dekoda Watson,LB,29,74,245,8,Florida State,49ers,Defense,1000000,1
53,NaVorro Bowman,LB,29,73,242,8,Penn State,Raiders,Defense,3000000,3
55,Arthur Moats,LB,29,73,246,8,James Madison,Steelers,Defense,2250000,2.25
91,Derrick Morgan,LB,29,76,261,8,Georgia Tech,Titans,Defense,6000000,6
48,Patrick Scales,LS,29,76,239,3,Utah State,Bears,Special Teams,NA,NA
96,Sylvester Williams,NT,29,74,313,5,North Carolina,Titans,Defense,2000000,2
78,Alejandro Villanueva,OT,29,81,320,3,Army,Steelers,Offense,1500000,1.5
74,Michael Ola,OT,29,77,312,4,Hampton,Chargers,Offense,397941,0.397941
75,Menelik Watson,OT,29,77,315,5,Florida State,Broncos,Offense,1500000,1.5
72,Adam Gettis,OT,29,75,315,5,Iowa,Buccaneers,Offense,NA,NA
73,Ryan Schraeder,OT,29,79,300,5,Valdosta State,Falcons,Offense,1000000,1
65,Amini Silatolu,OT,29,76,305,5,Midwestern State,Panthers,Offense,775000,0.775
71,Donald Stephenson,OT,29,78,312,6,Oklahoma,Broncos,Offense,2500000,2.5
79,Bryce Harris,OT,29,78,300,6,Fresno State,Saints,Offense,501471,0.501471
71,Riley Reiff,OT,29,78,305,6,Iowa,Vikings,Offense,6200000,6.2
63,Brandon Fusco,OT,29,76,306,7,Slippery Rock,49ers,Offense,1000000,1
74,Anthony Castonzo,OT,29,79,311,7,Boston College,Colts,Offense,1000000,1
75,Byron Bell,OT,29,77,320,7,New Mexico,Cowboys,Offense,1000000,1
61,Marcus Cannon,OT,29,78,335,7,TCU,Patriots,Offense,1350000,1.35
77,Nate Solder,OT,29,80,325,7,Colorado,Patriots,Offense,6500000,6.5
77,Marcus Gilbert,OT,29,78,330,7,Florida,Steelers,Offense,4000000,4
73,Marshall Newhouse,OT,29,76,330,8,TCU,Raiders,Offense,1050000,1.05
71,Trent Williams,OT,29,77,320,8,Oklahoma,Redskins,Offense,11250000,11.25
9,Jacob Schum,P,29,70,211,3,Buffalo,Packers,Special Teams,NA,NA
9,Bryan Anger,P,29,75,205,6,California,Buccaneers,Special Teams,1500000,1.5
7,Marquette King,P,29,73,195,6,Fort Valley State,Raiders,Special Teams,2400000,2.4
7,Case Keenum,QB,29,73,215,5,Houston,Vikings,Offense,950000,0.95
17,Ryan Tannehill,QB,29,76,216,6,Texas A&M,Dolphins,Offense,NA,NA
9,Nick Foles,QB,29,78,243,6,Arizona,Eagles,Offense,1000000,1
8,Kirk Cousins,QB,29,75,202,6,Michigan State,Redskins,Offense,23943600,23.9436
3,Russell Wilson,QB,29,71,215,6,Wisconsin,Seahawks,Offense,12600000,12.6
15,Ryan Mallett,QB,29,78,250,7,Arkansas,Ravens,Offense,1000000,1
9,Matthew Stafford,QB,29,75,220,9,Georgia,Lions,Offense,1000000,1
22,Doug Martin,RB,29,69,223,6,Boise State,Buccaneers,Offense,5764706,5.764706
46,Alfred Morris,RB,29,70,222,6,Florida Atlantic,Cowboys,Offense,1200000,1.2
38,Stevan Ridley,RB,29,71,220,6,LSU,Steelers,Offense,592644,0.592644
26,Taiwan Jones,RB,29,73,195,7,Eastern Washington,Bills,Offense,775000,0.775
42,Anthony Sherman,RB,29,70,242,7,Connecticut,Chiefs,Offense,1100000,1.1
29,Bilal Powell,RB,29,70,204,7,Louisville,Jets,Offense,3750000,3.75
29,DeMarco Murray,RB,29,73,220,7,Oklahoma,Titans,Offense,6250000,6.25
33,Chris Ivory,RB,29,73,223,8,Tiffin University,Jaguars,Offense,4500000,4.5
25,LeSean McCoy,RB,29,71,210,9,Pittsburgh,Bills,Offense,6000000,6
45,Rontez Miles,S,29,73,203,3,California (PA),Jets,Defense,615000,0.615
35,Eddie Pleasant,S,29,70,210,5,Oregon,Texans,Defense,1078000,1.078
43,Nate Ebner,S,29,73,220,6,Ohio State,Patriots,Defense,825000,0.825
21,Marcus Gilchrist,S,29,70,198,7,Clemson,Texans,Defense,1200000,1.2
21,Da'Norris Searcy,S,29,71,207,7,North Carolina,Titans,Defense,2400000,2.4
26,Darian Stewart,S,29,71,214,8,South Carolina,Broncos,Defense,6000000,6
29,Eric Berry,S,29,73,212,8,Tennessee,Chiefs,Defense,900000,0.9
20,Reshad Jones,S,29,73,223,8,Georgia,Dolphins,Defense,950000,0.95
42,Barry Church,S,29,74,218,8,Toledo,Jaguars,Defense,5000000,5
42,Morgan Burnett,S,29,73,209,8,Georgia Tech,Packers,Defense,4750000,4.75
20,Kurt Coleman,S,29,71,208,8,Ohio State,Panthers,Defense,1900000,1.9
31,Kam Chancellor,S,29,75,225,8,Virginia Tech,Seahawks,Defense,3000000,3
88,Garrett Celek,TE,29,77,252,6,Michigan State,49ers,Offense,1550000,1.55
85,Rhett Ellison,TE,29,77,255,6,USC,Giants,Offense,975000,0.975
82,Coby Fleener,TE,29,78,251,6,Stanford,Saints,Offense,5800000,5.8
85,Virgil Green,TE,29,77,255,7,Nevada,Broncos,Offense,2800000,2.8
89,Julius Thomas,TE,29,77,262,7,Portland State,Dolphins,Offense,5500000,5.5
88,Luke Stocker,TE,29,77,253,7,Tennessee,Titans,Offense,1700000,1.7
84,Jermaine Gresham,TE,29,77,260,8,Oklahoma,Cardinals,Offense,2000000,2
84,Michael Hoomanawanui,TE,29,76,265,8,Illinois,Saints,Offense,1350000,1.35
17,Dontrelle Inman,WR,29,75,205,4,Virginia,Bears,Offense,2746000,2.746
10,Brittan Golden,WR,29,71,186,4,West Texas A&M,Cardinals,Offense,690000,0.69
19,Aldrick Robinson,WR,29,70,187,5,SMU,49ers,Offense,1250000,1.25
15,Chris Hogan,WR,29,73,210,5,Monmouth,Patriots,Offense,2500000,2.5
18,Andre Holmes,WR,29,76,210,6,Hillsdale,Bills,Offense,800000,0.8
18,A.J. Green,WR,29,76,210,7,Georgia,Bengals,Offense,10300000,10.3
82,Torrey Smith,WR,29,73,205,7,Maryland,Eagles,Offense,4000000,4
17,Arrelious Benn,WR,29,74,228,7,Illinois,Jaguars,Offense,775000,0.775
89,Doug Baldwin,WR,29,70,192,7,Stanford,Seahawks,Offense,775000,0.775
88,Dez Bryant,WR,29,74,220,8,Oklahoma State,Cowboys,Offense,13000000,13
15,Golden Tate,WR,29,70,197,8,Notre Dame,Lions,Offense,6000000,6
84,Antonio Brown,WR,29,70,181,8,Central Michigan,Steelers,Offense,910000,0.91
85,Kenny Britt,WR,29,75,223,9,Rutgers,Patriots,Offense,4000000,4
18,Jeremy Maclin,WR,29,73,198,9,Missouri,Ravens,Offense,1000000,1
61,Matt Paradis,C,28,75,300,3,Boise State,Broncos,Offense,615000,0.615
60,Ben Jones,C,28,75,308,6,Georgia,Titans,Offense,3500000,3.5
51,Mike Pouncey,C,28,77,298,7,Florida,Dolphins,Offense,7950000,7.95
61,Rodney Hudson,C,28,74,300,7,Florida State,Raiders,Offense,6500000,6.5
53,Maurkice Pouncey,C,28,76,304,8,Florida,Steelers,Offense,7500000,7.5
40,Delvin Breaux,CB,28,73,210,3,LSU,Saints,Defense,NA,NA
30,Asa Jackson,CB,28,70,183,4,Cal Poly,49ers,Defense,729412,0.729412
39,Demetri Goodson,CB,28,71,197,4,Baylor,Packers,Defense,NA,NA
31,Marcus Cooper Sr.,CB,28,74,197,5,Rutgers,Bears,Defense,NA,NA
30,Rashaan Melvin,CB,28,74,196,5,Northern Illinois,Colts,Defense,775000,0.775
33,Blidi Wreh-Wilson,CB,28,73,190,5,Connecticut,Falcons,Defense,775000,0.775
27,Dre Kirkpatrick,CB,28,74,185,6,Alabama,Bengals,Defense,2550000,2.55
25,Chris Harris Jr.,CB,28,70,199,6,Kansas,Broncos,Defense,NA,NA
26,Casey Hayward,CB,28,71,192,6,Vanderbilt,Chargers,Defense,3250000,3.25
22,Trumaine Johnson,CB,28,74,213,6,Montana,Rams,Defense,16742400,16.7424
35,DeShawn Shead,CB,28,74,212,6,Portland State,Seahawks,Defense,1050000,1.05
20,Prince Amukamara,CB,28,73,204,7,Nebraska,Bears,Defense,3500000,3.5
41,Buster Skrine,CB,28,69,185,7,Chattanooga,Jets,Defense,6000000,6
31,Davon House,CB,28,73,195,7,New Mexico State,Packers,Defense,1500000,1.5
21,Joe Haden,CB,28,71,195,8,Florida,Steelers,Defense,1250000,1.25
95,David King,DE,28,76,281,2,Oklahoma,Titans,Defense,690000,0.69
97,Billy Winn,DE,28,76,300,5,Boise State,Broncos,Defense,NA,NA
90,Cornelius Washington,DE,28,76,280,5,Georgia,Lions,Defense,1237500,1.2375
94,Ezekiel Ansah,DE,28,77,275,5,BYU,Lions,Defense,12734000,12.734
96,Wes Horton,DE,28,77,265,5,USC,Panthers,Defense,775000,0.775
96,Akiem Hicks,DE,28,77,332,6,University of Regina,Bears,Defense,7000000,7
56,Ryan Davis,DE,28,74,260,6,Bethune-Cookman,Bills,Defense,775000,0.775
93,Jared Crick,DE,28,76,285,6,Nebraska,Broncos,Defense,NA,NA
98,Tyrone Crawford,DE,28,76,290,6,Boise State,Cowboys,Defense,7250000,7.25
50,Andre Branch,DE,28,77,263,6,Clemson,Dolphins,Defense,2900000,2.9
90,Derrick Shelby,DE,28,74,280,6,Utah,Falcons,Defense,3000000,3
97,Allen Bailey,DE,28,75,288,7,Miami,Chiefs,Defense,3900000,3.9
96,Muhammad Wilkerson,DE,28,76,315,7,Temple,Jets,Defense,14750000,14.75
94,Cameron Jordan,DE,28,76,287,7,California,Saints,Defense,7000000,7
97,Cameron Heyward,DE,28,77,295,7,Ohio State,Steelers,Defense,775000,0.775
99,J.J. Watt,DE,28,77,290,7,Wisconsin,Texans,Defense,10500000,10.5
96,Carlos Dunlap,DE,28,78,280,8,Florida,Bengals,Defense,5350000,5.35
73,John Jenkins,DT,28,75,327,5,Georgia,Bears,Defense,775000,0.775
71,Damion Square,DT,28,74,293,5,Alabama,Chargers,Defense,775000,0.775
96,Bennie Logan,DT,28,74,315,5,LSU,Chiefs,Defense,6680000,6.68
98,Star Lotulelei,DT,28,74,315,5,Utah,Panthers,Defense,6757000,6.757
99,Kawann Short,DT,28,75,315,5,Purdue,Panthers,Defense,6000000,6
98,Brandon Williams,DT,28,73,340,5,Missouri Southern State,Ravens,Defense,775000,0.775
92,Stacy McGee,DT,28,75,341,5,Oklahoma,Redskins,Defense,2250000,2.25
91,Courtney Upshaw,DT,28,74,272,6,Alabama,Falcons,Defense,775000,0.775
97,Malik Jackson,DT,28,77,290,6,Tennessee,Jaguars,Defense,13500000,13.5
76,Mike Daniels,DT,28,73,310,6,Iowa,Packers,Defense,2100000,2.1
99,Jurrell Casey,DT,28,73,305,7,USC,Titans,Defense,1400000,1.4
49,Jamize Olawale,FB,28,73,240,5,North Texas,Raiders,Offense,1500000,1.5
42,Patrick DiMarco,FB,28,73,234,6,South Carolina,Bills,Offense,1300000,1.3
64,Eric Kush,G,28,76,317,4,California (PA),Bears,Offense,NA,NA
73,J.R. Sweezy,G,28,77,298,5,NC State,Buccaneers,Offense,3750000,3.75
64,Jonathan Cooper,G,28,74,308,5,North Carolina,Cowboys,Offense,1000000,1
77,Patrick Omameh,G,28,76,327,5,Michigan,Jaguars,Offense,775000,0.775
65,Lane Taylor,G,28,75,324,5,Oklahoma State,Packers,Offense,2250000,2.25
61,Josh LeRibeus,G,28,74,315,5,SMU,Saints,Offense,775000,0.775
64,Josh Kline,G,28,75,300,5,Kent State,Titans,Offense,1400000,1.4
65,Ron Leary,G,28,75,320,6,Memphis,Broncos,Offense,NA,NA
79,Brandon Brooks,G,28,77,335,6,Miami (OH),Eagles,Offense,5000000,5
62,Don Barclay,G,28,76,305,6,West Virginia,Lions,Offense,410294,0.410294
70,Kelechi Osemele,G,28,77,330,6,Iowa State,Raiders,Offense,6700000,6.7
66,David DeCastro,G,28,77,316,6,Stanford,Steelers,Offense,1100000,1.1
79,Jeff Allen,G,28,76,305,6,Illinois,Texans,Offense,4750000,4.75
71,Dennis Kelly,G,28,80,321,6,Purdue,Titans,Offense,775000,0.775
65,Clint Boling,G,28,77,305,7,Georgia,Bengals,Offense,4050000,4.05
61,Stefen Wisniewski,G,28,75,305,7,Penn State,Eagles,Offense,775000,0.775
77,James Carpenter,G,28,77,321,7,Alabama,Jets,Offense,4450000,4.45
46,Mark Nzeocha,LB,28,75,240,3,Wyoming,49ers,Defense,506471,0.506471
54,L.J. Fort,LB,28,73,232,3,Northern Iowa,Steelers,Defense,542647,0.542647
51,Will Compton,LB,28,73,235,4,Nebraska,Redskins,Defense,NA,NA
58,Kasim Edebali,LB,28,74,253,4,Boston College,Saints,Defense,1000000,1
51,Jamie Collins Sr.,LB,28,75,250,5,Southern Mississippi,Browns,Defense,NA,NA
56,Michael Mauti,LB,28,74,243,5,Penn State,Saints,Defense,501471,0.501471
98,Vince Williams,LB,28,73,233,5,Florida State,Steelers,Defense,2000000,2
50,Nate Palmer,LB,28,74,248,5,Illinois State,Titans,Defense,850000,0.85
54,Brandon Marshall,LB,28,73,250,6,Nevada,Broncos,Defense,3000000,3
54,Lavonte David,LB,28,73,233,6,Nebraska,Buccaneers,Defense,6000000,6
54,Melvin Ingram,LB,28,74,247,6,South Carolina,Chargers,Defense,5000000,5
51,Kyle Wilber,LB,28,76,245,6,Wake Forest,Cowboys,Defense,1250000,1.25
52,Najee Goode,LB,28,73,244,6,West Virginia,Eagles,Defense,775000,0.775
53,Nigel Bradham,LB,28,74,241,6,Florida State,Eagles,Defense,4000000,4
57,Keenan Robinson,LB,28,75,245,6,Texas,Giants,Defense,1500000,1.5
58,Shea McClellin,LB,28,75,250,6,Boise State,Patriots,Defense,NA,NA
99,Aldon Smith,LB,28,76,265,6,Missouri,Raiders,Defense,NA,NA
26,Mark Barron,LB,28,74,225,6,Alabama,Rams,Defense,5000000,5
53,Zach Brown,LB,28,73,251,6,North Carolina,Redskins,Defense,1550000,1.55
55,Jonathan Freeny,LB,28,74,255,6,Rutgers,Saints,Defense,455882,0.455882
59,Emmanuel Lamur,LB,28,76,245,6,Kansas State,Vikings,Defense,2450000,2.45
51,Malcolm Smith,LB,28,73,225,7,USC,49ers,Defense,NA,NA
58,Von Miller,LB,28,75,250,7,Texas A&M,Broncos,Defense,16500000,16.5
57,Josh Bynes,LB,28,73,235,7,Auburn,Cardinals,Defense,775000,0.775
93,Jabaal Sheard,LB,28,75,265,7,Pittsburgh,Colts,Defense,2500000,2.5
48,Akeem Ayers,LB,28,75,247,7,UCLA,Giants,Defense,319118,0.319118
43,Nick Bellore,LB,28,73,250,7,Central Michigan,Lions,Defense,729412,0.729412
54,Mason Foster,LB,28,73,250,7,Washington,Redskins,Defense,1225000,1.225
55,Chris Carter,LB,28,73,240,7,Fresno State,Redskins,Defense,775000,0.775
50,K.J. Wright,LB,28,76,246,7,Mississippi State,Seahawks,Defense,5800000,5.8
41,James Winchester,LS,28,75,240,3,Oklahoma,Chiefs,Special Teams,615000,0.615
46,Carson Tinker,LS,28,73,237,5,Alabama,Jaguars,Special Teams,NA,NA
47,Kevin McDermott,LS,28,77,240,5,UCLA,Vikings,Special Teams,775000,0.775
48,Beau Brinkley,LS,28,76,260,6,Missouri,Titans,Special Teams,1000000,1
47,Josh Harris,LS,28,73,240,6,Auburn,,Special Teams,780000,0.78
78,Vinston Painter,OT,28,76,318,3,Virginia Tech,Cardinals,Offense,222353,0.222353
76,Tom Compton,OT,28,77,313,5,South Dakota,Bears,Offense,1000000,1
71,Rick Wagner,OT,28,78,315,5,Wisconsin,Lions,Offense,NA,NA
74,Mike Remmers,OT,28,77,310,5,Oregon State,Vikings,Offense,1400000,1.4
70,Bobby Massie,OT,28,78,317,6,Ole Miss,Bears,Offense,4200000,4.2
79,Bradley Sowell,OT,28,79,312,6,Ole Miss,Bears,Offense,775000,0.775
77,Cordy Glenn,OT,28,78,345,6,Georgia,Bills,Offense,9000000,9
71,Mitchell Schwartz,OT,28,77,320,6,California,Chiefs,Offense,4900000,4.9
68,Kelvin Beachum,OT,28,75,308,6,SMU,Jets,Offense,1500000,1.5
75,Matt Kalil,OT,28,79,315,6,USC,Panthers,Offense,1000000,1
71,Ben Ijalana,OT,28,76,322,7,Villanova,Jets,Offense,2000000,2
75,Bryan Bulaga,OT,28,77,314,8,Iowa,Packers,Offense,5400000,5.4
4,Ryan Quigley,P,28,74,205,5,Boston College,Vikings,Special Teams,775000,0.775
6,Chris Jones,P,28,73,205,6,Carson-Newman,Cowboys,Special Teams,800000,0.8
3,Brad Nortman,P,28,74,214,6,Wisconsin,Jaguars,Special Teams,1900000,1.9
6,Caleb Sturgis,PK,28,69,192,5,Florida,Eagles,Special Teams,900000,0.9
4,Randy Bullock,PK,28,69,214,6,Texas A&M,Bengals,Special Teams,775000,0.775
9,Justin Tucker,PK,28,73,183,6,Texas,Ravens,Special Teams,2800000,2.8
7,Blair Walsh,PK,28,70,175,6,Georgia,Seahawks,Special Teams,800000,0.8
4,Ryan Griffin,QB,28,77,210,4,Tulane,Buccaneers,Offense,875000,0.875
8,Mike Glennon,QB,28,78,229,5,NC State,Bears,Offense,8000000,8
3,Landry Jones,QB,28,76,225,5,Oklahoma,Steelers,Offense,1900000,1.9
12,Andrew Luck,QB,28,76,240,6,Stanford,Colts,Offense,NA,NA
6,Austin Davis,QB,28,74,221,6,Southern Mississippi,Seahawks,Offense,775000,0.775
5,Tyrod Taylor,QB,28,73,215,7,Virginia Tech,Bills,Offense,7500000,7.5
7,Blaine Gabbert,QB,28,76,235,7,Missouri,Cardinals,Offense,900000,0.9
1,Cam Newton,QB,28,77,245,7,Auburn,Panthers,Offense,13166666,13.166666
43,Fozzy Whittaker,RB,28,70,205,5,Texas,Panthers,Offense,850000,0.85
