Number,Name,Position,Age,Height,Weight,Experience,College,Team,Side,Salary,Salary in Milions
43,Drew Ferris,LS,24,73,212,0,Florida,Buccaneers,Special Teams,NA,NA
90,Kyle Peko,NT,24,73,305,1,Oregon State,Broncos,Defense,508235,0.508235
91,Eddie Goldman,NT,24,76,320,3,Florida State,Bears,Defense,951938,0.951938
55,Danny Shelton,NT,24,74,335,3,Washington,Browns,Defense,1498970,1.49897
72,Justin Murray,OT,24,77,304,1,Cincinnati,Bengals,Offense,NA,NA
62,Le'Raven Clark,OT,24,77,311,2,Texas Tech,Colts,Offense,563000,0.563
73,Joe Haeg,OT,24,78,305,2,North Dakota State,Colts,Offense,540000,0.54
72,Halapoulivaati Vaitai,OT,24,78,320,2,TCU,Eagles,Offense,540000,0.54
68,Taylor Decker,OT,24,79,311,2,Ohio State,Lions,Offense,948499,0.948499
68,Kyle Murphy,OT,24,78,305,2,Stanford,Packers,Offense,540000,0.54
74,John Theus,OT,24,78,303,2,Georgia,Panthers,Offense,NA,NA
63,Darrell Williams,OT,24,77,305,2,South Florida,Rams,Offense,615000,0.615
70,Kevin Bowen,OT,24,81,346,2,East Central,Redskins,Offense,NA,NA
65,Jerald Hawkins,OT,24,78,305,2,LSU,Steelers,Offense,465000,0.465
77,Trent Brown,OT,24,80,355,3,Florida,49ers,Offense,NA,NA
76,Donovan Smith,OT,24,78,338,3,Penn State,Buccaneers,Offense,986715,0.986715
74,D.J. Humphries,OT,24,77,307,3,Florida,Cardinals,Offense,1245192,1.245192
71,La'el Collins,OT,24,76,320,3,LSU,Cowboys,Offense,1000000,1
75,Andrus Peat,OT,24,79,316,3,Stanford,Saints,Offense,1470773,1.470773
79,Cyrus Kouandjio,OT,24,79,322,4,Alabama,Broncos,Offense,324706,0.324706
62,Erik Magnuson,OT,24,76,305,0,Michigan,49ers,Offense,465000,0.465
78,Darrell Williams Jr.,OT,24,77,310,0,Western Kentucky,49ers,Offense,NA,NA
77,Zach Banner,OT,24,80,360,0,USC,Browns,Offense,465000,0.465
69,Will Holden,OT,24,79,312,0,Vanderbilt,Cardinals,Offense,465000,0.465
63,Chad Wheeler,OT,24,79,312,0,USC,Giants,Offense,465000,0.465
66,Adam Bisnowaty,OT,24,77,310,0,Pittsburgh,Giants,Offense,NA,NA
74,Cole Croston,OT,24,77,315,0,Iowa,Patriots,Offense,465000,0.465
69,Jylan Ware,OT,24,79,317,0,Alabama State,Raiders,Offense,465000,0.465
76,Aviante Collins,OT,24,76,292,0,TCU,Vikings,Offense,465000,0.465
9,Riley Dixon,P,24,76,221,2,Syracuse,Broncos,Special Teams,540000,0.54
8,Drew Kaser,P,24,74,206,2,Texas A&M,Chargers,Special Teams,540000,0.54
8,Justin Vogel,P,24,76,219,0,Miami,Packers,Special Teams,465000,0.465
7,Ka'imi Fairbairn,PK,24,73,190,2,UCLA,Texans,Special Teams,465000,0.465
6,Jeff Driskel,QB,24,76,238,2,Louisiana Tech,Bengals,Offense,NA,NA
6,Cody Kessler,QB,24,73,215,2,USC,Browns,Offense,604049,0.604049
7,Jacoby Brissett,QB,24,76,235,2,NC State,Colts,Offense,580038,0.580038
4,Dak Prescott,QB,24,74,238,2,Mississippi State,Cowboys,Offense,540000,0.54
7,Nate Sudfeld,QB,24,78,227,2,Indiana,Eagles,Offense,285882,0.285882
6,Joe Callahan,QB,24,73,216,2,Wesley College,Packers,Offense,349415,0.349415
3,Jameis Winston,QB,24,76,231,3,Florida State,Buccaneers,Offense,615000,0.615
7,Brett Hundley,QB,24,75,226,3,UCLA,Packers,Offense,615000,0.615
8,Taylor Heinicke,QB,24,73,210,3,Old Dominion,Texans,Offense,108529,0.108529
8,Marcus Mariota,QB,24,76,222,3,Oregon,Titans,Offense,615000,0.615
3,C.J. Beathard,QB,24,74,215,0,Iowa,49ers,Offense,465000,0.465
7,Cooper Rush,QB,24,75,225,0,Central Michigan,Cowboys,Offense,465000,0.465
35,Elijhaa Penny,RB,24,73,234,1,Idaho,Cardinals,Offense,465000,0.465
35,Russell Hansbrough,RB,24,69,195,1,Missouri,Chargers,Offense,NA,NA
21,J.D. McKissic,RB,24,70,195,1,Arkansas State,Seahawks,Offense,540000,0.54
33,Darius Jackson,RB,24,73,221,2,Eastern Michigan,Browns,Offense,NA,NA
37,D.J. Foster,RB,24,73,195,2,Arizona State,Cardinals,Offense,508235,0.508235
27,Kenneth Farrow,RB,24,69,219,2,Houston,Chargers,Offense,NA,NA
39,Josh Ferguson,RB,24,70,205,2,Illinois,Colts,Offense,540000,0.54
32,Kenyan Drake,RB,24,73,211,2,Alabama,Dolphins,Offense,595000,0.595
28,Wendell Smallwood,RB,24,70,208,2,West Virginia,Eagles,Offense,540000,0.54
30,Jalen Richard,RB,24,68,205,2,Southern Mississippi,Raiders,Offense,540000,0.54
33,DeAndre Washington,RB,24,68,205,2,Texas Tech,Raiders,Offense,540000,0.54
34,Malcolm Brown,RB,24,71,227,2,Texas,Rams,Offense,540000,0.54
30,Kenneth Dixon,RB,24,70,223,2,Louisiana Tech,Ravens,Offense,NA,NA
38,Tre Madden,RB,24,73,235,2,USC,Seahawks,Offense,465000,0.465
34,Tyler Ervin,RB,24,70,180,2,San Jose State,Texans,Offense,540000,0.54
22,Derrick Henry,RB,24,75,247,2,Alabama,Titans,Offense,695815,0.695815
29,Duke Johnson Jr.,RB,24,69,210,3,Miami,Browns,Offense,NA,NA
28,Melvin Gordon,RB,24,73,215,3,Wisconsin,Chargers,Offense,1404980,1.40498
31,Akeem Hunt,RB,24,70,185,3,Purdue,Chiefs,Offense,578824,0.578824
34,Matt Jones,RB,24,74,239,3,Florida,Colts,Offense,542647,0.542647
36,Jay Ajayi,RB,24,73,223,3,Boise State,Eagles,Offense,615000,0.615
26,Tevin Coleman,RB,24,73,210,3,Indiana,Falcons,Offense,680000,0.68
24,T.J. Yeldon,RB,24,73,223,3,Alabama,Jaguars,Offense,972617,0.972617
21,Ameer Abdullah,RB,24,69,203,3,Nebraska,Lions,Offense,687830,0.68783
34,Thomas Rawls,RB,24,69,215,3,Central Michigan,Seahawks,Offense,615000,0.615
39,Mike Davis,RB,24,69,217,3,South Carolina,Seahawks,Offense,437647,0.437647
32,Joe Williams,RB,24,71,205,0,Utah,49ers,Offense,NA,NA
33,Taquan Mizzell,RB,24,70,170,0,Virginia,Bears,Offense,465000,0.465
38,Tion Green,RB,24,73,220,0,Cincinnati,Lions,Offense,465000,0.465
41,Lenard Tillery,RB,24,70,198,0,Southern,Rams,Offense,NA,NA
35,Doug Middleton,S,24,73,210,1,Appalachian State,Jets,Defense,NA,NA
45,Charles Washington,S,24,70,192,1,Fresno State,Lions,Defense,465000,0.465
35,Jermaine Whitehead,S,24,71,195,1,Auburn,Packers,Defense,349415,0.349415
26,Deon Bush,S,24,73,205,2,Miami,Bears,Defense,540000,0.54
36,DeAndre Houston-Carson,S,24,73,205,2,William & Mary,Bears,Defense,476471,0.476471
42,Clayton Fejedelem,S,24,73,205,2,Illinois,Bengals,Defense,540000,0.54
31,Justin Simmons,S,24,74,202,2,Boston College,Broncos,Defense,540000,0.54
26,Derrick Kindred,S,24,70,210,2,TCU,Browns,Defense,540000,0.54
40,Ronald Martin,S,24,74,220,2,LSU,Colts,Defense,72353,0.072353
27,Darian Thompson,S,24,74,208,2,Boise State,Giants,Defense,585000,0.585
35,Miles Killebrew,S,24,74,222,2,Southern Utah,Lions,Defense,540000,0.54
25,Marwin Evans,S,24,71,211,2,Utah State,Packers,Defense,540000,0.54
42,Karl Joseph,S,24,70,205,2,West Virginia,Raiders,Defense,990196,0.990196
24,Blake Countess,S,24,70,185,2,Auburn,Rams,Defense,540000,0.54
28,Sean Davis,S,24,73,202,2,Maryland,Steelers,Defense,635771,0.635771
31,Kevin Byard,S,24,71,212,2,Middle Tennessee,Titans,Defense,618566,0.618566
38,Adrian Amos,S,24,73,214,3,Penn State,Bears,Defense,615000,0.615
21,Landon Collins,S,24,73,218,3,Alabama,Giants,Defense,991415,0.991415
36,Brandon King,S,24,74,220,3,Auburn,Patriots,Defense,615000,0.615
35,Dymonte Thomas,S,24,74,199,0,Michigan,Broncos,Defense,82059,0.082059
25,Rayshawn Jenkins,S,24,73,220,0,Miami,Chargers,Defense,465000,0.465
37,Randall Goforth,S,24,70,190,0,UCLA,Eagles,Defense,NA,NA
26,Marcus Maye,S,24,71,207,0,Florida,Jets,Defense,465000,0.465
86,Austin Traylor,TE,24,75,255,1,Wisconsin,Broncos,Offense,191471,0.191471
80,Rico Gathers,TE,24,78,285,1,Baylor,Cowboys,Offense,NA,NA
88,Ryan Malleck,TE,24,76,249,1,Virginia Tech,Texans,Offense,54706,0.054706
45,Alan Cross,TE,24,73,235,2,Memphis,Buccaneers,Offense,540000,0.54
81,Ryan O'Malley,TE,24,78,260,2,Pennsylvania,Giants,Offense,NA,NA
83,Ben Koyack,TE,24,77,258,2,Notre Dame,Jaguars,Offense,540000,0.54
84,Temarrick Hemingway,TE,24,77,251,2,South Carolina State,Rams,Offense,NA,NA
81,Nick Vannett,TE,24,78,261,2,Ohio State,Seahawks,Offense,562000,0.562
89,David Morgan,TE,24,76,265,2,UT San Antonio,Vikings,Offense,540000,0.54
87,Geoff Swaim,TE,24,76,260,3,Texas,Cowboys,Offense,615000,0.615
86,Nick Boyle,TE,24,76,270,3,Delaware,Ravens,Offense,615000,0.615
85,Eric Ebron,TE,24,76,253,4,North Carolina,Lions,Offense,1590337,1.590337
85,George Kittle,TE,24,76,250,0,Iowa,49ers,Offense,465000,0.465
82,Cethan Carter,TE,24,75,245,0,Nebraska,Bengals,Offense,465000,0.465
86,Mason Schreck,TE,24,77,252,0,Buffalo,Bengals,Offense,NA,NA
82,Antony Auclair,TE,24,77,256,0,null,Buccaneers,Offense,465000,0.465
80,Sean Culkin,TE,24,77,255,0,Missouri,Chargers,Offense,465000,0.465
43,Shane Smith,TE,24,73,241,0,San Jose State,Giants,Offense,465000,0.465
47,Jacob Hollister,TE,24,76,239,0,Wyoming,Patriots,Offense,465000,0.465
15,K.J. Brent,WR,24,75,200,1,Wake Forest,Colts,Offense,136765,0.136765
17,Marvin Hall,WR,24,70,190,1,Washington,Falcons,Offense,328236,0.328236
16,Jace Billingsley,WR,24,69,189,1,Eastern Oregon,Lions,Offense,273530,0.27353
14,Mose Frazier,WR,24,71,190,1,Memphis,Panthers,Offense,54706,0.054706
12,Aaron Burbridge,WR,24,73,208,2,Michigan State,49ers,Offense,NA,NA
80,Chester Rogers,WR,24,73,184,2,Grambling,Colts,Offense,540000,0.54
13,Devin Fuller,WR,24,73,194,2,UCLA,Falcons,Offense,NA,NA
18,Roger Lewis,WR,24,73,203,2,Bowling Green,Giants,Offense,540000,0.54
11,Robby Anderson,WR,24,75,190,2,Temple,Jets,Offense,540000,0.54
11,Trevor Davis,WR,24,73,188,2,California,Packers,Offense,540000,0.54
81,Geronimo Allison,WR,24,75,202,2,Illinois,Packers,Offense,508235,0.508235
10,Chris Moore,WR,24,73,204,2,Cincinnati,Ravens,Offense,540000,0.54
13,Michael Thomas,WR,24,75,212,2,Ohio State,Saints,Offense,1797000,1.797
10,Sammie Coates,WR,24,73,212,3,Auburn,Browns,Offense,615000,0.615
10,Adam Humphries,WR,24,71,195,3,Clemson,Buccaneers,Offense,615000,0.615
13,Nelson Agholor,WR,24,73,198,3,USC,Eagles,Offense,1287489,1.287489
10,Jaelen Strong,WR,24,74,220,3,Arizona State,Jaguars,Offense,644705,0.644705
11,Breshad Perriman,WR,24,74,215,3,UCF,Ravens,Offense,1226392,1.226392
80,Jamison Crowder,WR,24,69,177,3,Duke,Redskins,Offense,615000,0.615
14,Stefon Diggs,WR,24,73,191,3,Maryland,Vikings,Offense,615000,0.615
13,Mike Evans,WR,24,77,231,4,Texas A&M,Buccaneers,Offense,690000,0.69
10,Donte Moncrief,WR,24,74,216,4,Ole Miss,Colts,Offense,1797000,1.797
15,Allen Robinson,WR,24,75,211,4,Penn State,Jaguars,Offense,898755,0.898755
14,Brandin Cooks,WR,24,70,189,4,Oregon State,Patriots,Offense,781599,0.781599
12,Sammy Watkins,WR,24,73,211,4,Clemson,Rams,Offense,690000,0.69
89,Brandon Reilly,WR,24,74,200,0,Nebraska,Bills,Offense,NA,NA
80,Jehu Chesson,WR,24,74,204,0,Michigan,Chiefs,Offense,465000,0.465
10,Mack Hollins,WR,24,76,221,0,North Carolina,Eagles,Offense,465000,0.465
12,Dede Westbrook,WR,24,71,178,0,Oklahoma,Jaguars,Offense,348000,0.348
84,Keelan Cole,WR,24,73,194,0,Kentucky Wesleyan,Jaguars,Offense,465000,0.465
18,ArDarius Stewart,WR,24,71,205,0,Alabama,Jets,Offense,465000,0.465
87,JoJo Natson,WR,24,67,153,0,Akron,Jets,Offense,218824,0.218824
19,Kenny Golladay,WR,24,76,213,0,Northern Illinois,Lions,Offense,465000,0.465
18,Cooper Kupp,WR,24,73,205,0,Eastern Washington,Rams,Offense,465000,0.465
80,Austin Carr,WR,24,73,195,0,Northwestern,Saints,Offense,465000,0.465
84,Amara Darboh,WR,24,74,219,0,Michigan,Seahawks,Offense,465000,0.465
--,Antonio Crawford,CB,23,70,185,0,West Virginia,Steelers,Defense,NA,NA
53,Joey Hunt,C,23,74,299,2,TCU,Seahawks,Offense,NA,NA
61,Kyle Fuller,C,23,76,315,0,Baylor,Texans,Offense,1740955,1.740955
65,Pat Elflein,C,23,74,303,0,Ohio State,Vikings,Offense,465000,0.465
26,Duke Thomas,CB,23,70,192,1,Texas,Cowboys,Defense,NA,NA
47,Kevin Peterson,CB,23,71,180,1,Oklahoma State,Rams,Defense,164118,0.164118
31,Mike Hilton,CB,23,69,184,1,Ole Miss,Steelers,Defense,465000,0.465
32,Deiondre' Hall,CB,23,74,206,2,Northern Iowa,Bears,Defense,363000,0.363
22,Cre'Von LeBlanc,CB,23,71,190,2,Florida Atlantic,Bears,Defense,540000,0.54
31,Jalen Mills,CB,23,73,191,2,LSU,Eagles,Defense,540000,0.54
20,Jalen Ramsey,CB,23,73,208,2,Florida State,Jaguars,Defense,1511409,1.511409
26,Maurice Canady,CB,23,73,193,2,Virginia,Ravens,Defense,363000,0.363
25,Tavon Young,CB,23,69,177,2,Temple,Ravens,Defense,NA,NA
26,Greg Mabin,CB,23,73,200,0,Iowa,49ers,Defense,355588,0.355588
27,Tre'Davious White,CB,23,71,192,0,LSU,Bills,Defense,NA,NA
27,Brendan Langley,CB,23,73,199,0,Lamar,Broncos,Defense,465000,0.465
38,Marcus Rios,CB,23,71,185,0,UCLA,Broncos,Defense,136765,0.136765
31,Reggie Porter,CB,23,71,185,0,Utah,Browns,Defense,410295,0.410295
27,David Rivers,CB,23,73,185,0,Youngstown State,Buccaneers,Defense,54706,0.054706
20,Desmond King,CB,23,70,200,0,Iowa,Chargers,Defense,465000,0.465
43,Michael Davis,CB,23,74,196,0,BYU,Chargers,Defense,437647,0.437647
27,Nate Hairston,CB,23,73,195,0,Temple,Colts,Defense,465000,0.465
32,Rasul Douglas,CB,23,74,209,0,West Virginia,Eagles,Defense,465000,0.465
31,Derrick Jones,CB,23,74,188,0,Ole Miss,Jets,Defense,465000,0.465
34,Jeremy Clark,CB,23,75,220,0,Michigan,Jets,Defense,348000,0.348
38,Xavier Coleman,CB,23,71,190,0,Portland State,Jets,Defense,328235,0.328235
46,Des Lawrence,CB,23,73,185,0,North Carolina,Lions,Defense,NA,NA
35,Corn Elder,CB,23,70,185,0,Miami,Panthers,Defense,NA,NA
43,Jaylen Hill,CB,23,70,185,0,Jacksonville State,Ravens,Defense,465000,0.465
31,Fabian Moreau,CB,23,73,198,0,UCLA,Redskins,Defense,465000,0.465
38,Joshua Holsey,CB,23,71,195,0,Auburn,Redskins,Defense,465000,0.465
34,Justin Hardee,CB,23,73,200,0,Illinois,Saints,Defense,410294,0.410294
34,Leon McQuay,DB,23,73,195,0,USC,Chiefs,Defense,82059,0.082059
55,Eric Lee,DE,23,75,260,1,South Florida,Patriots,Defense,164118,0.164118
99,DeForest Buckner,DE,23,79,300,2,Oregon,49ers,Defense,1276863,1.276863
90,Shaq Lawson,DE,23,75,267,2,Clemson,Bills,Defense,917226,0.917226
95,Chris Jones,DE,23,78,310,2,Mississippi State,Chiefs,Defense,800000,0.8
94,Dean Lowry,DE,23,78,296,2,Northwestern,Packers,Defense,540000,0.54
95,Jihad Ward,DE,23,77,295,2,Illinois,Raiders,Defense,701809,0.701809
97,Morgan Fox,DE,23,75,275,2,Colorado State-Pueblo,Rams,Defense,540000,0.54
91,Stephen Weatherly,DE,23,77,265,2,Vanderbilt,Vikings,Defense,540000,0.54
56,Dante Fowler Jr.,DE,23,75,255,3,Florida,Jaguars,Defense,NA,NA
92,Leonard Williams,DE,23,77,302,3,USC,Jets,Defense,615000,0.615
99,Danielle Hunter,DE,23,77,252,3,LSU,Vikings,Defense,636000,0.636
57,DeMarcus Walker,DE,23,76,280,0,Florida State,Broncos,Defense,465000,0.465
97,Taco Charlton,DE,23,77,270,0,Michigan,Cowboys,Defense,465000,0.465
75,Cameron Malveaux,DE,23,77,276,0,Houston,Dolphins,Defense,136765,0.136765
91,Avery Moss,DE,23,75,271,0,Youngstown State,Giants,Defense,465000,0.465
98,Jeremiah Ledbetter,DE,23,75,295,0,Arkansas,Lions,Defense,465000,0.465
91,Bryan Cox,DE,23,75,270,0,Florida,Panthers,Defense,382941,0.382941
91,Deatrich Wise,DE,23,77,271,0,Arkansas,Patriots,Defense,NA,NA
95,Derek Rivers,DE,23,77,250,0,Youngstown State,Patriots,Defense,NA,NA
42,Patrick Ricard,DE,23,75,304,0,Maine,Ravens,Defense,465000,0.465
95,Jonathan Allen,DE,23,75,288,0,Alabama,Redskins,Defense,465000,0.465
91,Trey Hendrickson,DE,23,76,270,0,Florida Atlantic,Saints,Defense,465000,0.465
93,Trevon Coley,DT,23,73,310,1,Florida Atlantic,Browns,Defense,465000,0.465
92,Brian Price,DT,23,75,318,1,UT San Antonio,Cowboys,Defense,540000,0.54
70,Aziz Shittu,DT,23,74,288,1,Stanford,Eagles,Defense,NA,NA
96,Sheldon Day,DT,23,73,294,2,Notre Dame,49ers,Defense,540000,0.54
75,DaVonte Lambert,DT,23,74,282,2,Auburn,Buccaneers,Defense,NA,NA
90,Robert Nkemdiche,DT,23,76,296,2,Ole Miss,Cardinals,Defense,840936,0.840936
91,Hassan Ridgeway,DT,23,75,318,2,Texas,Colts,Defense,540000,0.54
92,Vernon Butler,DT,23,76,330,2,Louisiana Tech,Panthers,Defense,831660,0.83166
99,Vincent Valentine,DT,23,75,320,2,Nebraska,Patriots,Defense,NA,NA
75,Darius Latham,DT,23,76,305,2,Indiana,Raiders,Defense,540000,0.54
69,Willie Henry,DT,23,74,308,2,Michigan,Ravens,Defense,540000,0.54
98,Sheldon Rankins,DT,23,74,305,2,Louisville,Saints,Defense,1031893,1.031893
98,D.J. Reader,DT,23,75,325,2,Clemson,Texans,Defense,540000,0.54
90,Malcom Brown,DT,23,74,320,3,Texas,Patriots,Defense,1127112,1.127112
93,D.J. Jones,DT,23,73,321,0,Ole Miss,49ers,Defense,465000,0.465
69,Rashaad Coward,DT,23,77,320,0,Old Dominion,Bears,Defense,109412,0.109412
68,Josh Tupou,DT,23,75,350,0,Colorado,Bengals,Defense,218824,0.218824
99,Caleb Brantley,DT,23,74,307,0,Florida,Browns,Defense,465000,0.465
65,Larry Ogunjobi,DT,23,74,305,0,Charlotte,Browns,Defense,465000,0.465
56,Davon Godchaux,DT,23,75,305,0,LSU,Dolphins,Defense,465000,0.465
64,Josh Banks,DT,23,75,290,0,Wake Forest,Giants,Defense,NA,NA
94,Dalvin Tomlinson,DT,23,75,317,0,Alabama,Giants,Defense,465000,0.465
54,Eli Ankou,DT,23,75,325,0,UCLA,Jaguars,Defense,465000,0.465
70,Adam Butler,DT,23,76,300,0,Vanderbilt,Patriots,Defense,465000,0.465
94,Eddie Vanderdoes,DT,23,75,305,0,UCLA,Raiders,Defense,465000,0.465
92,Tanzel Smart,DT,23,73,290,0,Tulane,Rams,Defense,465000,0.465
92,Nazair Jones,DT,23,77,304,0,North Carolina,Seahawks,Defense,465000,0.465
94,Jaleel Johnson,DT,23,75,316,0,Iowa,Vikings,Defense,465000,0.465
42,Marquez Williams,FB,23,71,260,0,Miami,Browns,Offense,348000,0.348
40,Alex Armah,FB,23,73,255,0,West Georgia,Panthers,Offense,410294,0.410294
62,Alex Redmond,G,23,77,330,1,UCLA,Bengals,Offense,465000,0.465
65,Joshua Garnett,G,23,77,321,2,Stanford,49ers,Offense,NA,NA
77,Caleb Benenoch,G,23,77,305,2,UCLA,Buccaneers,Offense,540000,0.54
74,Vadal Alexander,G,23,77,325,2,LSU,Raiders,Offense,540000,0.54
79,Denver Kirkland,G,23,76,335,2,Arkansas,Raiders,Offense,NA,NA
60,Brandon Greene,G,23,77,295,0,Alabama,Bears,Offense,NA,NA
67,Jordan Morgan,G,23,75,311,0,Kutztown,Bears,Offense,NA,NA
79,Geoff Gray,G,23,77,315,0,Manitoba,Browns,Offense,NA,NA
66,Dan Feeney,G,23,76,310,0,Indiana,Chargers,Offense,465000,0.465
77,Forrest Lamp,G,23,76,310,0,Western Kentucky,Chargers,Offense,NA,NA
69,Deyshawn Bond,G,23,73,299,0,Cincinnati,Colts,Offense,465000,0.465
77,Adam Pankey,G,23,76,313,0,West Virginia,Packers,Offense,437647,0.437647
71,Jermaine Eluemunor,G,23,76,338,0,Texas A&M,Ravens,Offense,465000,0.465
65,Nico Siragusa,G,23,76,320,0,San Diego State,Ravens,Offense,NA,NA
61,Corey Levin,G,23,76,307,0,Chattanooga,Titans,Offense,NA,NA
63,Danny Isidora,G,23,75,306,0,Miami,Vikings,Offense,465000,0.465
52,James Burgess Jr.,LB,23,73,230,1,Louisville,Browns,Defense,NA,NA
54,Bryson Albright,LB,23,77,245,1,Miami (OH),Cardinals,Defense,246177,0.246177
58,Scooby Wright,LB,23,73,240,1,Arizona,Cardinals,Defense,412945,0.412945
54,Steve Longa,LB,23,73,240,1,Rutgers,Lions,Defense,465000,0.465
57,Jatavis Brown,LB,23,71,221,2,Akron,Chargers,Defense,540000,0.54
44,Antonio Morrison,LB,23,73,241,2,Florida,Colts,Defense,540000,0.54
54,Kamu Grugier-Hill,LB,23,74,220,2,Eastern Illinois,Eagles,Defense,540000,0.54
45,Deion Jones,LB,23,73,222,2,LSU,Falcons,Defense,656620,0.65662
48,Jordan Jenkins,LB,23,75,259,2,Georgia,Jets,Defense,560000,0.56
58,Darron Lee,LB,23,73,232,2,Ohio State,Jets,Defense,914620,0.91462
52,Elandon Roberts,LB,23,73,235,2,Houston,Patriots,Defense,540000,0.54
51,Kamalei Correa,LB,23,75,241,2,Boise State,Ravens,Defense,711347,0.711347
58,Kwon Alexander,LB,23,73,227,3,LSU,Buccaneers,Defense,615000,0.615
54,Shaq Thompson,LB,23,73,230,3,Washington,Panthers,Defense,1235793,1.235793
49,Jimmie Gilbert,LB,23,77,230,0,Colorado,49ers,Defense,NA,NA
55,Pita Taumoepenu,LB,23,73,245,0,Utah,49ers,Defense,465000,0.465
56,Reuben Foster,LB,23,73,228,0,Alabama,49ers,Defense,465000,0.465
47,Isaiah Irving,LB,23,74,254,0,San Jose State,Bears,Defense,355588,0.355588
52,Brandon Bell,LB,23,73,230,0,Penn State,Bengals,Defense,82059,0.082059
50,Jordan Evans,LB,23,74,240,0,Oklahoma,Bengals,Defense,465000,0.465
58,Carl Lawson,LB,23,74,260,0,Auburn,Bengals,Defense,465000,0.465
58,Matt Milano,LB,23,73,223,0,Boston College,Bills,Defense,465000,0.465
40,Tanner Vallejo,LB,23,73,228,0,Boise State,Bills,Defense,465000,0.465
43,Joseph Jones,LB,23,73,240,0,Northwestern,Broncos,Defense,218824,0.218824
50,B.J. Bello,LB,23,74,229,0,Illinois State,Browns,Defense,465000,0.465
51,Kendell Beckwith,LB,23,74,243,0,LSU,Buccaneers,Defense,465000,0.465
52,Nigel Harris,LB,23,73,230,0,South Florida,Buccaneers,Defense,465000,0.465
43,Haason Reddick,LB,23,73,235,0,Temple,Cardinals,Defense,465000,0.465
45,Ukeme Eligwe,LB,23,74,239,0,Georgia Southern,Chiefs,Defense,465000,0.465
92,Tanoh Kpassagnon,LB,23,79,289,0,Villanova,Chiefs,Defense,465000,0.465
58,Tarell Basham,LB,23,76,266,0,Ohio,Colts,Defense,465000,0.465
42,Duke Riley,LB,23,73,218,0,LSU,Falcons,Defense,465000,0.465
46,Calvin Munson,LB,23,73,241,0,San Diego State,Giants,Defense,465000,0.465
52,Donald Payne,LB,23,71,217,0,Stetson,Jaguars,Defense,465000,0.465
53,Blair Brown,LB,23,71,238,0,Ohio,Jaguars,Defense,465000,0.465
40,Jarrad Davis,LB,23,73,238,0,Florida,Lions,Defense,465000,0.465
44,Jalen Reeves-Maybin,LB,23,73,230,0,Tennessee,Lions,Defense,465000,0.465
1,David Talley,LB,23,73,236,0,Grand Valley State,Packers,Defense,NA,NA
98,Chris Odom,LB,23,75,262,0,Arkansas State,Packers,Defense,465000,0.465
56,Garrett Sickels,LB,23,76,252,0,Penn State,Rams,Defense,27353,0.027353
53,Bam Bradley,LB,23,71,237,0,Pittsburgh,Ravens,Defense,465000,0.465
40,Josh Harvey-Clemons,LB,23,76,226,0,Louisville,Redskins,Defense,465000,0.465
41,Otha Peters,LB,23,73,238,0,Louisiana,Redskins,Defense,82059,0.082059
52,Ryan Anderson,LB,23,74,253,0,Alabama,Redskins,Defense,465000,0.465
47,Alex Anzalone,LB,23,75,241,0,Florida,Saints,Defense,465000,0.465
90,T.J. Watt,LB,23,76,252,0,Wisconsin,Steelers,Defense,465000,0.465
41,Zach Cunningham,LB,23,75,230,0,Vanderbilt,Texans,Defense,465000,0.465
51,Dylan Cole,LB,23,73,240,0,Missouri State,Texans,Defense,465000,0.465
44,Josh Carraway,LB,23,75,242,0,TCU,Titans,Defense,465000,0.465
42,Ben Gedeon,LB,23,74,244,0,Michigan,Vikings,Defense,465000,0.465
50,Eric Wilson,LB,23,73,230,0,Cincinnati,Vikings,Defense,465000,0.465
69,Reid Ferguson,LS,23,73,244,1,LSU,Bills,Special Teams,465000,0.465
49,Colin Holba,LS,23,76,248,0,Louisville,Jaguars,Special Teams,191471,0.191471
42,Thomas Hennessy,LS,23,74,246,0,Duke,Jets,Special Teams,465000,0.465
59,Taybor Pepper,LS,23,76,245,0,Michigan State,Packers,Special Teams,382941,0.382941
94,Austin Johnson,NT,23,76,314,2,Penn State,Titans,Defense,707374,0.707374
94,Rickey Hatley,NT,23,76,320,0,Missouri,Bills,Defense,27353,0.027353
96,Chunky Clements,NT,23,74,295,0,Illinois,Texans,Defense,218824,0.218824
67,Laremy Tunsil,OT,23,77,318,2,Ole Miss,Dolphins,Offense,1016257,1.016257
78,Jason Spriggs,OT,23,78,301,2,Indiana,Packers,Offense,677468,0.677468
79,Ronnie Stanley,OT,23,78,320,2,Notre Dame,Ravens,Offense,1381106,1.381106
65,Germain Ifedi,OT,23,77,325,2,Texas A&M,Seahawks,Offense,825687,0.825687
78,Jack Conklin,OT,23,78,308,2,Michigan State,Titans,Offense,1172621,1.172621
74,Ereck Flowers,OT,23,78,325,3,Miami,Giants,Offense,1743338,1.743338
76,Kent Perkins,OT,23,77,320,0,Texas,Bengals,Offense,54706,0.054706
73,Dion Dawkins,OT,23,76,320,0,Temple,Bills,Offense,465000,0.465
69,Sam Tevi,OT,23,77,315,0,Utah,Chargers,Offense,465000,0.465
72,Taylor Moton,OT,23,77,325,0,Western Michigan,Panthers,Offense,465000,0.465
71,Ryan Ramczyk,OT,23,77,314,0,Wisconsin,Saints,Offense,465000,0.465
70,Julien Davenport,OT,23,79,315,0,Bucknell,Texans,Offense,NA,NA
